BMS老化测试详细判定报表

基本信息
通道号,1
货架号,
主机条码,未知主机
测试配方,CA550_Loop_Test_100x
测试开始时间,2026-07-03 09:58:04
测试结束时间,2026-07-03 10:04:46
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
Cycle 18 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 09:59:16
Cycle 18 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:17
Cycle 19 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 09:59:18
Cycle 19 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 09:59:20
Cycle 19 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:21
Cycle 20 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 09:59:22
Cycle 20 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 09:59:24
Cycle 20 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:25
Cycle 21 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 09:59:26
Cycle 21 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 09:59:28
Cycle 21 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.02,2026-07-03 09:59:29
Cycle 22 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 09:59:30
Cycle 22 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 09:59:32
Cycle 22 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.02,2026-07-03 09:59:33
Cycle 23 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 09:59:34
Cycle 23 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.59,2026-07-03 09:59:36
Cycle 23 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:37
Cycle 24 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 09:59:38
Cycle 24 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 09:59:40
Cycle 24 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:41
Cycle 25 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 09:59:42
Cycle 25 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.57,2026-07-03 09:59:44
Cycle 25 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:45
Cycle 26 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.60,2026-07-03 09:59:47
Cycle 26 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 09:59:48
Cycle 26 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.05,2026-07-03 09:59:49
Cycle 27 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 09:59:51
Cycle 27 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 09:59:52
Cycle 27 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:53
Cycle 28 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 09:59:55
Cycle 28 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.60,2026-07-03 09:59:56
Cycle 28 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:59:57
Cycle 29 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 09:59:59
Cycle 29 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:00:00
Cycle 29 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:01
Cycle 30 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:00:03
Cycle 30 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.58,2026-07-03 10:00:04
Cycle 30 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.02,2026-07-03 10:00:05
Cycle 31 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:00:07
Cycle 31 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 10:00:08
Cycle 31 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:09
Cycle 32 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.48,2026-07-03 10:00:11
Cycle 32 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:00:12
Cycle 32 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:13
Cycle 33 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.43,2026-07-03 10:00:15
Cycle 33 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:00:16
Cycle 33 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:17
Cycle 34 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:00:19
Cycle 34 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.56,2026-07-03 10:00:20
Cycle 34 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:21
Cycle 35 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.48,2026-07-03 10:00:23
Cycle 35 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:00:24
Cycle 35 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:25
Cycle 36 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:00:27
Cycle 36 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.54,2026-07-03 10:00:28
Cycle 36 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:29
Cycle 37 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:00:31
Cycle 37 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:00:32
Cycle 37 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:33
Cycle 38 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:00:35
Cycle 38 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:00:36
Cycle 38 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:37
Cycle 39 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.48,2026-07-03 10:00:39
Cycle 39 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:00:40
Cycle 39 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:41
Cycle 40 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:00:43
Cycle 40 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:00:44
Cycle 40 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:45
Cycle 41 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:00:47
Cycle 41 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:00:48
Cycle 41 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:49
Cycle 42 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:00:51
Cycle 42 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:00:52
Cycle 42 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:53
Cycle 43 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:00:55
Cycle 43 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:00:56
Cycle 43 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:00:57
Cycle 44 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:00:59
Cycle 44 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:01:00
Cycle 44 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:01
Cycle 45 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:01:03
Cycle 45 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:01:04
Cycle 45 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:05
Cycle 46 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:01:07
Cycle 46 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:01:08
Cycle 46 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:09
Cycle 47 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:01:11
Cycle 47 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:01:12
Cycle 47 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:13
Cycle 48 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:01:15
Cycle 48 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:01:16
Cycle 48 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:17
Cycle 49 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:01:19
Cycle 49 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:01:20
Cycle 49 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:21
Cycle 50 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.52,2026-07-03 10:01:23
Cycle 50 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:01:24
Cycle 50 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:25
Cycle 51 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 10:01:27
Cycle 51 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 10:01:28
Cycle 51 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:29
Cycle 52 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.60,2026-07-03 10:01:31
Cycle 52 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:01:32
Cycle 52 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.04,2026-07-03 10:01:34
Cycle 53 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:01:35
Cycle 53 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:01:36
Cycle 53 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.03,2026-07-03 10:01:38
Cycle 54 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 10:01:39
Cycle 54 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.59,2026-07-03 10:01:41
Cycle 54 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:42
Cycle 55 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:01:43
Cycle 55 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:01:45
Cycle 55 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:46
Cycle 56 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:01:47
Cycle 56 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:01:49
Cycle 56 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:50
Cycle 57 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:01:51
Cycle 57 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.58,2026-07-03 10:01:53
Cycle 57 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:54
Cycle 58 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:01:55
Cycle 58 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:01:57
Cycle 58 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:01:58
Cycle 59 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:01:59
Cycle 59 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:02:01
Cycle 59 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:02
Cycle 60 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:02:03
Cycle 60 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.59,2026-07-03 10:02:05
Cycle 60 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:06
Cycle 61 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.57,2026-07-03 10:02:07
Cycle 61 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:02:09
Cycle 61 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:10
Cycle 62 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 10:02:11
Cycle 62 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.54,2026-07-03 10:02:13
Cycle 62 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:14
Cycle 63 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:02:15
Cycle 63 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:02:17
Cycle 63 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:18
Cycle 64 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:02:19
Cycle 64 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:02:21
Cycle 64 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:22
Cycle 65 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.44,2026-07-03 10:02:23
Cycle 65 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:02:25
Cycle 65 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:26
Cycle 66 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:02:27
Cycle 66 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 10:02:29
Cycle 66 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:30
Cycle 67 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:02:31
Cycle 67 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:02:33
Cycle 67 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:34
Cycle 68 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:02:35
Cycle 68 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:02:37
Cycle 68 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:38
Cycle 69 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:02:39
Cycle 69 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:02:41
Cycle 69 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:42
Cycle 70 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:02:43
Cycle 70 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:02:45
Cycle 70 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:46
Cycle 71 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:02:47
Cycle 71 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:02:49
Cycle 71 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:50
Cycle 72 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:02:51
Cycle 72 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:02:53
Cycle 72 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:54
Cycle 73 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:02:55
Cycle 73 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:02:57
Cycle 73 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:02:58
Cycle 74 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:02:59
Cycle 74 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:03:01
Cycle 74 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:02
Cycle 75 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:03:03
Cycle 75 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:03:05
Cycle 75 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:06
Cycle 76 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:03:07
Cycle 76 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:03:09
Cycle 76 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:10
Cycle 77 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:03:11
Cycle 77 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.56,2026-07-03 10:03:13
Cycle 77 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:14
Cycle 78 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:03:15
Cycle 78 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:03:17
Cycle 78 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:18
Cycle 79 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:03:19
Cycle 79 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:03:21
Cycle 79 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:22
Cycle 80 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 10:03:23
Cycle 80 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.56,2026-07-03 10:03:25
Cycle 80 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:26
Cycle 81 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:03:27
Cycle 81 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:03:29
Cycle 81 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:30
Cycle 82 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:03:31
Cycle 82 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:03:33
Cycle 82 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:34
Cycle 83 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 10:03:35
Cycle 83 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:03:37
Cycle 83 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:38
Cycle 84 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 10:03:39
Cycle 84 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 10:03:41
Cycle 84 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:42
Cycle 85 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:03:43
Cycle 85 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:03:45
Cycle 85 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:46
Cycle 86 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.46,2026-07-03 10:03:47
Cycle 86 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 10:03:49
Cycle 86 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:50
Cycle 87 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 10:03:51
Cycle 87 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.52,2026-07-03 10:03:53
Cycle 87 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:54
Cycle 88 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 10:03:55
Cycle 88 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 10:03:57
Cycle 88 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 10:03:58
Cycle 89 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 10:03:59
